22:33:40.120 [JavaFX App] DEBUG FXGLLoggerFactory    - Service [LoggerFactory] initialized
22:33:40.127 [JavaFX App] INFO  FXGL                 - FXGL configuration complete
22:33:40.127 [JavaFX App] DEBUG FXGL                 - Loading FXGL system data
22:33:40.131 [JavaFX App] DEBUG IOTask               - Executing task: readDataTask(system/fxgl.bundle)
22:33:40.135 [JavaFX App] DEBUG FS                   - Reading from: system\fxgl.bundle
22:33:40.149 [JavaFX App] DEBUG IOTask               - Task succeeded: readDataTask(system/fxgl.bundle)
22:33:40.150 [JavaFX App] DEBUG Bundle               - Logging bundle: FXGL
22:33:40.151 [JavaFX App] DEBUG Bundle               - FXGL.version.check=2016-09-29
22:33:40.153 [JavaFX App] DEBUG GameApplication      - Starting Game Application
22:33:40.156 [JavaFX App] DEBUG FXGLEventBus         - Service [EventBus] initialized
22:33:40.165 [JavaFX App] DEBUG FXGLExecutor         - Service [Executor] initialized
22:33:40.174 [JavaFX App] DEBUG GameWorld            - Game world initialized
22:33:40.276 [JavaFX App] DEBUG PhysicsWorld         - Physics world initialized
22:33:40.319 [JavaFX App] DEBUG GameScene            - Game scene initialized: 900.0x900.0
22:33:40.373 [JavaFX App] DEBUG AssetLoader          - Service [AssetLoader] initialized
22:33:40.375 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/system/notification.wav
22:33:40.440 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/select.wav
22:33:40.442 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/back.wav
22:33:40.444 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/press.wav
22:33:40.446 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/fonts/Copperplate_Gothic_Light_Regular.ttf
22:33:40.562 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl.css
22:33:40.563 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/icons/fxgl_icon.png
22:33:40.599 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl_dark.css
22:33:40.625 [JavaFX App] DEBUG FXGLDisplay          - App size > screen size
22:33:40.627 [JavaFX App] DEBUG FXGLDisplay          - Target size: DoubleProperty [value: 900.0] x DoubleProperty [value: 900.0] @ 1.0
22:33:40.627 [JavaFX App] DEBUG FXGLDisplay          - New size:    728.0 x 728.0 @ DoubleProperty [value: 0.8088888888888889]
22:33:40.627 [JavaFX App] DEBUG FXGLDisplay          - Service [Display] initialized
22:33:40.627 [JavaFX App] DEBUG FXGLDisplay          - Using CSS: CSS(externalForm=jar:file:/C:/Users/Nilay/Documents/Computer%20Science/Projects/Brekout/lib/FXGL-0.2.5-uber.jar!/assets/ui/css/fxgl_dark.css)
22:33:40.630 [JavaFX App] DEBUG FXGLInput            - Service [Input] initialized
22:33:40.632 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Screenshot - P
22:33:40.632 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Developer Options - CTRL+0
22:33:40.632 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Left - A
22:33:40.632 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Right - D
22:33:40.632 [JavaFX App] DEBUG FXGLInput            - Registered new binding: SKIP - C
22:33:40.633 [JavaFX App] DEBUG FXGLInput            - Registered new binding: StartGame - PRIMARY
22:33:40.634 [JavaFX App] DEBUG GameApplication      - Initializing global event handlers
22:33:40.646 [JavaFX App] DEBUG FXGLMasterTimer      - Service [MasterTimer] initialized
22:33:40.659 [JavaFX App] DEBUG FXGLEventBus         - Firing event: SaveEvent
22:33:40.661 [JavaFX App] DEBUG FXGLInput            - Saving data to profile
22:33:40.662 [JavaFX App] DEBUG Bundle               - Logging bundle: input
22:33:40.662 [JavaFX App] DEBUG Bundle               - input.StartGame=PRIMARY
22:33:40.662 [JavaFX App] DEBUG Bundle               - input.Right=D
22:33:40.662 [JavaFX App] DEBUG Bundle               - input.Screenshot=P
22:33:40.663 [JavaFX App] DEBUG Bundle               - input.SKIP=C
22:33:40.663 [JavaFX App] DEBUG Bundle               - input.Developer Options=CTRL+0
22:33:40.663 [JavaFX App] DEBUG Bundle               - input.Left=A
22:33:40.663 [JavaFX App] DEBUG FXGLDisplay          - Saving data to profile
22:33:40.663 [JavaFX App] DEBUG Bundle               - Logging bundle: scene
22:33:40.663 [JavaFX App] DEBUG Bundle               - scene.sizeW=900.0
22:33:40.663 [JavaFX App] DEBUG Bundle               - scene.sizeH=900.0
22:33:40.663 [JavaFX App] DEBUG FXGLAudioPlayer      - Service [AudioPlayer] initialized
22:33:40.663 [JavaFX App] DEBUG FXGLAudioPlayer      - Saving data to profile
22:33:40.663 [JavaFX App] DEBUG Bundle               - Logging bundle: audio
22:33:40.663 [JavaFX App] DEBUG Bundle               - audio.musicVolume=0.5
22:33:40.663 [JavaFX App] DEBUG Bundle               - audio.soundVolume=0.5
22:33:40.664 [JavaFX App] DEBUG AchievementManager   - Service [AchievementManager] initialized
22:33:40.664 [JavaFX App] DEBUG AchievementManager   - Saving data to profile
22:33:40.665 [JavaFX App] DEBUG Bundle               - Logging bundle: achievement
22:33:40.665 [JavaFX App] DEBUG FXGLMasterTimer      - Saving data to profile
22:33:40.665 [JavaFX App] DEBUG Bundle               - Logging bundle: timer
