21:38:12.023 [JavaFX App] DEBUG FXGLLoggerFactory    - Service [LoggerFactory] initialized
21:38:12.029 [JavaFX App] INFO  FXGL                 - FXGL configuration complete
21:38:12.029 [JavaFX App] DEBUG FXGL                 - Loading FXGL system data
21:38:12.032 [JavaFX App] DEBUG IOTask               - Executing task: readDataTask(system/fxgl.bundle)
21:38:12.034 [JavaFX App] DEBUG FS                   - Reading from: system\fxgl.bundle
21:38:12.043 [JavaFX App] DEBUG IOTask               - Task succeeded: readDataTask(system/fxgl.bundle)
21:38:12.044 [JavaFX App] DEBUG Bundle               - Logging bundle: FXGL
21:38:12.045 [JavaFX App] DEBUG Bundle               - FXGL.version.check=2016-09-29
21:38:12.046 [JavaFX App] DEBUG GameApplication      - Starting Game Application
21:38:12.080 [JavaFX App] DEBUG FXGLEventBus         - Service [EventBus] initialized
21:38:12.085 [JavaFX App] DEBUG FXGLExecutor         - Service [Executor] initialized
21:38:12.090 [JavaFX App] DEBUG GameWorld            - Game world initialized
21:38:12.146 [JavaFX App] DEBUG PhysicsWorld         - Physics world initialized
21:38:12.166 [JavaFX App] DEBUG GameScene            - Game scene initialized: 900.0x900.0
21:38:12.213 [JavaFX App] DEBUG AssetLoader          - Service [AssetLoader] initialized
21:38:12.215 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/system/notification.wav
21:38:12.268 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/select.wav
21:38:12.270 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/back.wav
21:38:12.272 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/press.wav
21:38:12.274 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/fonts/Copperplate_Gothic_Light_Regular.ttf
21:38:12.347 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl.css
21:38:12.348 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/icons/fxgl_icon.png
21:38:12.398 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl_dark.css
21:38:12.421 [JavaFX App] DEBUG FXGLDisplay          - App size > screen size
21:38:12.431 [JavaFX App] DEBUG FXGLDisplay          - Target size: DoubleProperty [value: 900.0] x DoubleProperty [value: 900.0] @ 1.0
21:38:12.431 [JavaFX App] DEBUG FXGLDisplay          - New size:    728.0 x 728.0 @ DoubleProperty [value: 0.8088888888888889]
21:38:12.432 [JavaFX App] DEBUG FXGLDisplay          - Service [Display] initialized
21:38:12.433 [JavaFX App] DEBUG FXGLDisplay          - Using CSS: CSS(externalForm=jar:file:/C:/Users/Nilay/Documents/Computer%20Science/Projects/Brekout/lib/FXGL-0.2.5-uber.jar!/assets/ui/css/fxgl_dark.css)
21:38:12.437 [JavaFX App] DEBUG FXGLInput            - Service [Input] initialized
21:38:12.438 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Screenshot - P
21:38:12.438 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Developer Options - CTRL+0
21:38:12.438 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Left - A
21:38:12.439 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Right - D
21:38:12.439 [JavaFX App] DEBUG FXGLInput            - Registered new binding: SKIP - C
21:38:12.439 [JavaFX App] DEBUG FXGLInput            - Registered new binding: StartGame - PRIMARY
21:38:12.440 [JavaFX App] DEBUG GameApplication      - Initializing global event handlers
21:38:12.466 [JavaFX App] DEBUG FXGLMasterTimer      - Service [MasterTimer] initialized
21:38:12.477 [JavaFX App] DEBUG FXGLEventBus         - Firing event: SaveEvent
21:38:12.478 [JavaFX App] DEBUG FXGLInput            - Saving data to profile
21:38:12.478 [JavaFX App] DEBUG Bundle               - Logging bundle: input
