11:03:32.957 [JavaFX App] DEBUG FXGLLoggerFactory    - Service [LoggerFactory] initialized
11:03:32.983 [JavaFX App] INFO  FXGL                 - FXGL configuration complete
11:03:32.983 [JavaFX App] DEBUG FXGL                 - Loading FXGL system data
11:03:32.994 [JavaFX App] DEBUG IOTask               - Executing task: readDataTask(system/fxgl.bundle)
11:03:33.007 [JavaFX App] DEBUG FS                   - Reading from: system\fxgl.bundle
11:03:33.026 [JavaFX App] DEBUG IOTask               - Task succeeded: readDataTask(system/fxgl.bundle)
11:03:33.026 [JavaFX App] DEBUG Bundle               - Logging bundle: FXGL
11:03:33.028 [JavaFX App] DEBUG Bundle               - FXGL.version.check=2016-08-08
11:03:33.031 [JavaFX App] DEBUG GameApplication      - Starting Game Application
11:03:33.037 [JavaFX App] DEBUG FXGLEventBus         - Service [EventBus] initialized
11:03:33.068 [JavaFX App] DEBUG FXGLExecutor         - Service [Executor] initialized
11:03:33.089 [JavaFX App] DEBUG GameWorld            - Game world initialized
11:03:33.249 [JavaFX App] DEBUG PhysicsWorld         - Physics world initialized
11:03:33.321 [JavaFX App] DEBUG GameScene            - Game scene initialized: 640.0x700.0
11:03:33.389 [JavaFX App] DEBUG AssetLoader          - Service [AssetLoader] initialized
11:03:33.404 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/system/notification.wav
11:03:33.559 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/select.wav
11:03:33.570 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/back.wav
11:03:33.589 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/press.wav
11:03:33.596 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/fonts/Copperplate_Gothic_Light_Regular.ttf
11:03:33.768 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl.css
11:03:33.769 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/icons/fxgl_icon.png
11:03:33.899 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl_dark.css
11:03:33.959 [JavaFX App] DEBUG FXGLDisplay          - Target size: DoubleProperty [value: 640.0] x DoubleProperty [value: 700.0] @ 1.0
11:03:33.960 [JavaFX App] DEBUG FXGLDisplay          - New size:    640.0 x 700.0 @ DoubleProperty [value: 1.0]
11:03:33.961 [JavaFX App] DEBUG FXGLDisplay          - Service [Display] initialized
11:03:33.963 [JavaFX App] DEBUG FXGLDisplay          - Using CSS: CSS(externalForm=jar:file:/H:/My%20Documents/Game%20Design/Projects/Breakout/lib/FXGL-0.2.5-uber.jar!/assets/ui/css/fxgl_dark.css)
11:03:33.969 [JavaFX App] DEBUG FXGLInput            - Service [Input] initialized
11:03:33.971 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Screenshot - P
11:03:33.972 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Developer Options - CTRL+0
11:03:33.974 [JavaFX App] DEBUG GameApplication      - Initializing global event handlers
11:03:34.141 [JavaFX App] DEBUG FXGLMasterTimer      - Service [MasterTimer] initialized
11:03:34.160 [JavaFX App] DEBUG FXGLEventBus         - Firing event: SaveEvent
11:03:34.163 [JavaFX App] DEBUG FXGLInput            - Saving data to profile
11:03:34.164 [JavaFX App] DEBUG Bundle               - Logging bundle: input
11:03:34.164 [JavaFX App] DEBUG Bundle               - input.Screenshot=P
11:03:34.165 [JavaFX App] DEBUG Bundle               - input.Developer Options=CTRL+0
11:03:34.165 [JavaFX App] DEBUG FXGLDisplay          - Saving data to profile
11:03:34.166 [JavaFX App] DEBUG Bundle               - Logging bundle: scene
11:03:34.166 [JavaFX App] DEBUG Bundle               - scene.sizeW=640.0
11:03:34.167 [JavaFX App] DEBUG Bundle               - scene.sizeH=700.0
11:03:34.168 [JavaFX App] DEBUG FXGLAudioPlayer      - Service [AudioPlayer] initialized
11:03:34.169 [JavaFX App] DEBUG FXGLAudioPlayer      - Saving data to profile
11:03:34.169 [JavaFX App] DEBUG Bundle               - Logging bundle: audio
11:03:34.170 [JavaFX App] DEBUG Bundle               - audio.musicVolume=0.5
11:03:34.170 [JavaFX App] DEBUG Bundle               - audio.soundVolume=0.5
11:03:34.172 [JavaFX App] DEBUG AchievementManager   - Service [AchievementManager] initialized
11:03:34.172 [JavaFX App] DEBUG AchievementManager   - Saving data to profile
11:03:34.173 [JavaFX App] DEBUG Bundle               - Logging bundle: achievement
11:03:34.173 [JavaFX App] DEBUG FXGLMasterTimer      - Saving data to profile
11:03:34.174 [JavaFX App] DEBUG Bundle               - Logging bundle: timer
11:03:34.174 [JavaFX App] DEBUG Bundle               - timer.playtime=0
11:03:34.175 [JavaFX App] DEBUG GameApplication      - Starting new game
11:03:34.178 [JavaFX App] DEBUG GameApplication      - Initializing App
11:03:34.179 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=PAUSE]
11:03:34.180 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
11:03:34.181 [JavaFX App] DEBUG FXGLMasterTimer      - Stopping master timer
11:03:34.181 [JavaFX App] DEBUG GameApplication      - State: STARTUP -> PAUSED
11:03:34.183 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=RESET]
11:03:34.184 [JavaFX App] DEBUG GameWorld            - Resetting game world
11:03:34.184 [JavaFX App] TRACE EntityWorld          - Resetting entity world
11:03:34.186 [JavaFX App] DEBUG PhysicsWorld         - Resetting physics world
11:03:34.187 [JavaFX App] DEBUG GameScene            - Resetting game scene
11:03:34.187 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
11:03:34.188 [JavaFX App] DEBUG FXGLMasterTimer      - Resetting ticks and clearing all actions
11:03:34.209 [JavaFX App] DEBUG GameApplication      - State: PAUSED -> LOADING
11:03:34.272 [JavaFX App] DEBUG GameApplication      - Starting FXGL Init Thread
11:03:34.273 [FXGL Init ] DEBUG InitAppTask          - Initializing Assets
11:03:34.292 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/ball.png
11:03:34.301 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/brick.png
11:03:34.308 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/paddle.png
11:03:34.553 [JavaFX App] DEBUG FXGLDisplay          - Showing stage
11:03:34.554 [JavaFX App] DEBUG FXGLDisplay          - Root size: 640.0x700.0
11:03:34.555 [JavaFX App] DEBUG FXGLDisplay          - Scene size: 640.0x700.0
11:03:34.555 [JavaFX App] DEBUG FXGLDisplay          - Stage size: 656.0x738.0
11:03:34.822 [JavaFX App] INFO  GameApplication      - GameApplication start took: 1.791985941 sec
11:03:34.828 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/sounds/menu/back.wav
