16:55:38.337 [JavaFX App] DEBUG FXGLLoggerFactory    - Service [LoggerFactory] initialized
16:55:38.354 [JavaFX App] INFO  FXGL                 - FXGL configuration complete
16:55:38.354 [JavaFX App] DEBUG FXGL                 - Loading FXGL system data
16:55:38.360 [JavaFX App] DEBUG IOTask               - Executing task: readDataTask(system/fxgl.bundle)
16:55:38.364 [JavaFX App] DEBUG FS                   - Reading from: system\fxgl.bundle
16:55:38.371 [JavaFX App] DEBUG IOTask               - Task succeeded: readDataTask(system/fxgl.bundle)
16:55:38.371 [JavaFX App] DEBUG Bundle               - Logging bundle: FXGL
16:55:38.373 [JavaFX App] DEBUG Bundle               - FXGL.version.check=2016-08-08
16:55:38.375 [JavaFX App] DEBUG GameApplication      - Starting Game Application
16:55:38.379 [JavaFX App] DEBUG FXGLEventBus         - Service [EventBus] initialized
16:55:38.384 [JavaFX App] DEBUG FXGLExecutor         - Service [Executor] initialized
16:55:38.391 [JavaFX App] DEBUG GameWorld            - Game world initialized
16:55:38.505 [JavaFX App] DEBUG PhysicsWorld         - Physics world initialized
16:55:38.527 [JavaFX App] DEBUG GameScene            - Game scene initialized: 640.0x700.0
16:55:38.564 [JavaFX App] DEBUG AssetLoader          - Service [AssetLoader] initialized
16:55:38.565 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/system/notification.wav
16:55:38.602 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/select.wav
16:55:38.606 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/back.wav
16:55:38.610 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/sounds/menu/press.wav
16:55:38.615 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/fonts/Copperplate_Gothic_Light_Regular.ttf
16:55:38.670 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl.css
16:55:38.671 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/icons/fxgl_icon.png
16:55:38.713 [JavaFX App] DEBUG AssetLoader          - Loading from disk: /assets/ui/css/fxgl_dark.css
16:55:38.732 [JavaFX App] DEBUG FXGLDisplay          - Target size: DoubleProperty [value: 640.0] x DoubleProperty [value: 700.0] @ 1.0
16:55:38.733 [JavaFX App] DEBUG FXGLDisplay          - New size:    640.0 x 700.0 @ DoubleProperty [value: 1.0]
16:55:38.734 [JavaFX App] DEBUG FXGLDisplay          - Service [Display] initialized
16:55:38.735 [JavaFX App] DEBUG FXGLDisplay          - Using CSS: CSS(externalForm=jar:file:/H:/My%20Documents/Game%20Design/Projects/Breakout/lib/FXGL-0.2.5-uber.jar!/assets/ui/css/fxgl_dark.css)
